name,type_id,longitude,latitude,municipality_id
Birch Acres Mall,1,28.19108,-26.03636,12
Birch Acres Mall Taxi Rank,1,28.19024,-26.03846,12
Bircheilgh Station,1,28.23427,-26.06617,12
Birchleigh Station Taxi Rank,1,28.23456,-26.06622,12
Birchleigh Taxi Rank,1,28.23432,-26.06612,12
Birmingham Liverpool,3,28.30431,-26.20878,12
Birmingham Take Away,3,28.30246,-26.20104,12
Bloed Street Mall,3,28.19248,-25.7407,68
Bloed Street Shopping Mall,3,28.19241,-25.74031,68
Bochum,1,29.13886,-23.28727,32
Bochum Taxi Rank,1,29.13782,-23.2873,32
Boksburg Civic Center,3,28.25287,-26.22218,12
Boksburg Town Market Taxi Rank,1,28.25269,-26.22424,12
Bosman BP Garage,3,28.19001,-25.75688,68
Bosman Station Main Taxi Rank,1,28.18641,-25.75545,68
Bosman Station Taxi Rank,1,28.18522,-25.75553,68
Boxer,1,28.41688,-26.15069,12
Boxer Superstore,3,28.78896,-31.58583,11
Boyne Taxi Rank,3,29.79788,-23.94472,32
BP Garage,3,28.30829,-26.20815,12
BP Garage - Baragwanath,3,27.94768,-26.26059,23
BP Garage - Chris Hani Road,3,27.93416,-26.25891,23
BP Garage - Dunswart,1,28.28436,-26.2089,12
Bp Garage  Springs,1,28.4387,-26.24861,12
Bp Garage At Swazi Inn,3,28.21026,-26.00405,12
BP Garage Temporary Allocated Taxi Rank,3,28.39912,-26.16319,12
Brakpan Main Taxi Rank,1,28.36127,-26.23916,12
Brakpan Station,1,28.36133,-26.23928,12
Brakpan Station Taxi Rank,1,28.3614063,-26.2394276,12
Brakpan Station Taxi Rank 2,1,28.36171,-26.24018,12
Brakpan Taxi Rank,1,28.3613377,-26.2394753,12
Brandvlei Mini Temporary Allocated Taxi Rank,3,27.58422,-26.13963,78
Brandvlei Taxi Rank,3,27.58428,-26.13956,78
Bree Street,3,28.04257,-26.20078,23
Bree Street Taxi Rank,3,28.03751,-26.20137,23
Bree Taxi Rank,1,28.0375538,-26.20158,23
Bree Temporary Allocated Taxi Rank,1,28.0375748,-26.2017212,23
Bugersfort Mall,3,30.31936,-24.66636,32
Burgers Park,3,28.19119,-25.75459,68
Burgersforth Taxi Rank,1,30.31939,-24.66637,32
Bushbuck Ridge Telkom Taxi Rank,3,31.07003,-24.83491,41
Bushbuck Street,3,28.39372,-26.39418,12
Business Park Allocated Temporary Taxi Rank,3,28.07643,-25.99753,23
Buy & Save,3,28.32092,-26.18875,12
Caledonspoort,3,28.23554,-28.69251,17
Caledonspoort Border Post Taxi Rank,3,28.23553,-28.69228,17
Caledonspoort Taxi Rank,3,27.88656,-28.88116,17
Caltex Garage,3,28.31941,-26.18605,12
Caltex Service Station,3,28.45957,-26.1203,12
Caltonville Taxi Rank,1,27.39727,-26.35247,78
Capitec Bank,3,28.31895,-26.18527,12
Car Service City - Alberton,3,28.13345,-26.25413,12
Carlton Shopping Centre,3,28.04587,-26.20509,23
Carltonville Main Taxi Rank,1,27.39743,-26.35282,78
Carnival,1,28.3185539,-26.2507477,12
Carnival City,1,28.3205242,-26.2507076,12
Carnival City Mall,3,28.31622,-26.24945,12
Carnival City Taxi Rank,1,28.3156433,-26.2545834,12
Carnival Mall,1,28.3208828,-26.2507839,12
Carnival Shopping Centre,1,28.32108,-26.2511,12
Carnival Toyota,3,28.31902,-26.25016,12
Casta''s Place,3,28.41092,-26.15921,12
Cathedral of St. Mary the Virgin,3,28.04486,-26.199,23
Catholic Church,3,28.12277,-26.19956,12
Central Avenue,3,28.16098,-26.1301,12
Centurion South Lake Taxi Rank,3,28.18602,-25.85975,68
Charles Street,1,28.16509,-26.21202,12
Charliestown,3,29.86727,-27.43092,29
Chesa Nyama,3,28.05313,-26.19952,23
Chibirikana Taxi Rank,3,28.16134,-26.38974,12
Chief A Luthuli Extension 4(Along Benoni Road),3,28.39332,-26.1632,12
Chief Albert Luthuli School,3,28.38984,-26.16322,12
China Gate Mall 2,3,28.18988,-26.08181,12
Chris Hani Mall,3,28.18143,-26.34481,12
Chris Hani Taxi Rank,1,28.1811771,-26.3439407,12
Christ Embassy,3,28.32014,-26.18563,12
Chukson Auto Investment Supermarket,1,28.05142,-26.19931,23
Church Street Cemetery,3,28.17726,-25.74651,68
City Fashions,3,28.32078,-26.18852,12
Cocktail Sundays,3,28.24178,-26.00175,12
Commuta Taxi Rank,1,28.16241,-26.13331,12
Conner Jack Street,1,28.0504723,-26.197567,12
Corner Of Bhattay Street And Reading Road,3,28.30353,-26.20927,12
Corner Of Brian Mazibiko Drive East And Lerato Street,3,28.24184,-26.00362,12
Corner of Bricksfield Road And Igwalagwala Street,3,28.18051,-26.34022,12
Corner Of Dungeni Street And Eiselen Street,3,28.4169,-26.15062,12
Corner Of Eiselen Street And Dungeni Street,3,28.41688,-26.15066,12
Corner Of Farrar Street And Vosloo Street,3,28.31279,-26.1609,12
Corner Of Krombek Street And Watertrappersingel Avenue,3,28.20225,-26.04862,12
"Corner Of Liverpool, Bimmingham & Reading Street",3,28.30714,-26.20747,12
Corner Of Main Street And 1st Street,3,28.47834,-26.12303,12
Corner Of Modjadji Street And Nzima Street,3,28.37253,-26.34616,12
Corner Of Seiso Street And Eiselen Street,3,28.44657,-26.12645,12
Corner Of Uittog Street And Ruthfirst Street,1,28.36154,-26.34792,12
Crn Du Plessis And Ring Road,3,28.1263714,-26.2664814,12
CTM,3,28.1911,-26.03635,12
CTM Birch Acres,1,28.1909,-26.03613,12
CTM Birch Acres Mall,1,28.19087,-26.03674,12
Davetyon Main Taxi,1,28.4171,-26.15265,12
Daveyto Main Taxi Rank,1,28.41625,-26.15256,12
Daveyton Cbd Taxi Rank,1,28.41633,-26.15255,12
Daveyton Central,3,28.41683,-26.15054,12
Daveyton Central Taxi Rank,3,28.42332,-26.14024,12
Daveyton Clinic,3,28.41348,-26.15174,12
Daveyton Main Rank,1,28.41658,-26.15303,12
Daveyton Main Taxi,1,28.41709,-26.15256,12
Daveyton Main Taxi Rank,1,28.41679,-26.15309,12
Daveyton Mall,1,28.41721,-26.1529,12
Daveyton Mall Taxi Rank,1,28.41656,-26.15316,12
Daveyton Mall Taxi Rank 2,1,28.41711,-26.15266,12
Daveyton Shoprite,3,28.4013,-26.16272,12
Daveyton Sqaure Taxi Rank,1,28.41663,-26.15251,12
Daveyton Taxi Rank,1,28.41608,-26.15303,12
Daveyton Taxi Rank 2,1,28.4171,-26.15268,12
Dawood Megastore - Benoni,3,28.2878,-26.20675,12
Delareyville Main Taxi Rank,1,25.45518,-26.68951,49
Delmas Station,3,28.67858,-26.15252,41
Delmas Train Station,3,28.67903,-26.15237,41
Delville Roadside near Dunkirk Road,1,28.16904,-26.21203,12
Dencor Metals,3,28.27984,-26.20889,12
Dikathole Taxi Rank,1,28.19013,-26.22542,12
Dinoto Technical Secondary School,3,28.41129,-26.15905,12
Dondonald Taxi Rank,3,30.8242,-26.24235,41
DTM Build It,3,28.31099,-26.20234,12
Du Plessis Taxi Rank,3,28.1256142,-26.265707,12
Duduza,3,28.38874,-26.37973,12
Duduza  Taxi Rank,3,28.38872,-26.38055,12
Duduza (Duduza),3,28.38812,-26.37999,12
Duduza Blue Gum View Temporary Allocated Taxi Rank,3,28.38611,-26.38233,12
Duduza Bluegum Taxi Rank,3,28.3915,-26.38532,12
Duduza Bluegum Temporary Taxi Rank,1,28.3884,-26.38006,12
Duduza Bluegum View Tax Rank,3,28.38917,-26.38093,12
Duduza Bluegum View Temporary Allocated Taxi Rank,1,28.38862,-26.37984,12
Duduza Bluegum View Temporary Taxi Rank,3,28.38912,-26.38089,12
Duduza Main Taxi Rank,1,28.3892784,-26.310627,12
Duduza Nala  Taxi Rank,1,28.38825,-26.38021,12
Duduza Taxi Rank,1,28.39006,-26.31075,12
Duduza(Duduza),3,28.38785,-26.37982,12
Dukathole Ext 9 Taxi Rank,3,28.19565,-26.22156,12
Dukathole Taxi Rank,3,28.19035,-26.2255,12
Dundee Taxi Rank,1,30.23896,-28.16121,29
Dungeni Street,1,28.41701,-26.15203,12
Dungeni Street & Eiselen Road,1,28.41695,-26.15041,12
Dunswart,1,28.2842,-26.2092,12
Dunswart Station  Taxi Rank,1,28.28433,-26.20907,12
Dunswart Taxi Rank,1,28.28637,-26.20802,12
East Gate Mall Shopping Taxi Rank,1,28.11859,-26.18216,12
East Gate Shopping Centre,1,28.1186,-26.18177,12
East Gate Taxi Rank,1,28.1186,-26.18215,12
East Oakmoor Taxi Rank,1,28.24916,-26.00609,12
East Rand Archery,3,28.1849,-26.06269,12
East Rand Mall,1,28.2413883,-26.1834545,12
East Rand Mall Taxi Rank,1,28.24156,-26.18362,12
East Rand Mall Temporary Allocated Taxi Rank,3,28.24137,-26.18343,12
East Rand Station,3,28.23127,-26.21846,12
East Rand Station Taxi Rank,1,28.2324,-26.21906,12
Eastern Mall Taxi Rank,1,28.2402534,-26.1832199,12
Eastern Rand Mall Taxi Rank,1,28.2413101,-26.183218,12
Eastgate,1,28.11861,-26.18216,12
Eastgate Main Taxi Rank,1,28.11852,-26.18179,12
Eastgate Main Taxi Rank @ The Shopping Centre,3,28.1186,-26.18215,12
Eastgate Rank,1,28.11927,-26.18047,12
Eastgate Shopping Centre,1,28.11889,-26.17899,12
Eastgate Shopping Centre Taxi Rank,1,28.1185,-26.18174,12
Eastgate Taxi Rank,1,28.11892,-26.18209,12
Eastleigh Commuta Centre Taxi Rank,3,28.16177,-26.13191,12
Eastleigh Commuta Taxi Rank,3,28.15823,-26.13867,12
Eastleigh Taxi Rank,1,28.16313,-26.13284,12
Eden Mall Taxi Rank,1,28.15525,-26.1454,12
Eden Malll,1,28.15656,-26.14769,12
Eden Terrace,3,28.1685,-26.12523,12
Edenglen,3,28.18231,-26.13734,12
Edenmall,1,28.15671,-26.14743,12
Edenmall Edenvale Taxi Rank,1,28.156,-26.14357,12
Edenmall Kfc,1,28.15776,-26.14977,12
Edenmall Taxi Rank,1,28.15714,-26.14631,12
Edenvale,1,28.15715,-26.12708,12
Edenvale  Hospital,3,28.1307,-26.12807,23
Edenvale Action Sports Arena,3,28.18688,-26.12856,12
Edenvale Betschana Taxi Rank,1,28.15608,-26.14375,12
Edenvale Eastleigh Commuters,1,28.16259,-26.13375,12
Edenvale Eastleigh Commuters Taxi Rank,1,28.16277,-26.1334,12
Edenvale Eastleigh Taxi Rank,1,28.16265,-26.13301,12
Edenvale Eastligh Commuters Taxi Rank,1,28.16262,-26.13304,12
Edenvale Edenmall Taxi Rank,1,28.15467,-26.14116,12
Edenvale Extension 1Temporary Taxi Rank,1,28.15626,-26.14406,12
Edenvale Jabula Taxi Rank,1,28.14947,-26.13651,12
Edenvale Mall Taxi Rank,1,28.15628,-26.14401,12
Edenvale Taxi Rank,1,28.16264,-26.13303,12
Edenvale Van Rebic,1,28.15613,-26.14383,12
Edenvale Van Rebic Taxi Rank,1,28.1562,-26.144,12
Edenvalle Eastleigh Commuters,1,28.16265,-26.13303,12
Edenvalle End Mall Taxi Ra,1,28.15597,-26.14352,12
Eira Moura,3,28.15443,-26.14025,12
Eiselen,1,28.41665,-26.1524,12
Eiselen Gija Taxi Rank,1,28.41715,-26.15341,12
Eiselen Street & Dungeni Street,1,28.41693,-26.15052,12
Eiselen Street and khwadula Street,3,28.42675,-26.14187,12
Eiselen Street Taxi Rank,1,28.4171,-26.15263,12
Eiselen Street Temporary Allocated Taxi Rank,1,28.41699,-26.15034,12
Ekurhuleni Metropolitan Police,3,28.44031,-26.24949,12
Elandsfontain Taxi Rank,3,28.20427,-26.16603,12
Elandsfontein,3,28.20439,-26.166,12
Elandsfontein Station,3,28.20408,-26.16607,12
Elandsfontein Station Taxi Rank,1,28.20539,-26.16818,12
Elandsfontein Taxi Rank,1,28.20558,-26.16758,12
Elifandsfontein Train Station,1,28.20528,-26.16825,12
Embalenhle Taxi Rank,1,29.07992,-26.54544,41
Emmaus Community Centre,3,28.39628,-26.37141,12
Emondlo Taxi Rank,3,30.72055,-27.98736,29
End Duplessis Taxi Rank,1,28.12495,-26.2667,12
End Esselen Park Temporary Allocated Taxi,3,28.23425,-26.0285,12
End Jane Furse Taxi Rank,1,29.86714,-24.75283,32
End Marble Hall Taxi Rank,1,29.29013,-24.9728,32
End Petersburg Pick''n Pay Taxi Rank,1,29.44868,-23.90506,32
Endenvale,3,28.13841,-26.14677,12
Endmatibidi,3,30.7706,-24.58208,41
Endpongola Taxi Rank,1,31.61146,-27.37931,29
Engen,3,28.22875,-26.02029,12
Engen Centre,1,28.41701,-26.15202,12
Engen Garage,3,28.22868,-26.02057,12
Engen Garage - Belaphil,3,28.24235,-26.25722,12
Engen Garage - Lyttleton,3,28.1994,-25.83199,68
Engen Garage Jack Steet,3,28.0505733,-26.1975574,23
Engen Garage Roodekop,3,28.18155,-26.30053,12
Engen Service Station,1,28.417,-26.15196,12
Engine Garage - Oakmoor,1,28.24786,-26.00343,12
Enhlazatshe Taxi Rank,3,30.79144,-26.04087,41
Ermelo Taxi Rank,1,29.9889,-26.51898,41
Esangweni Taxi Rank,3,28.2056,-26.00882,12
Esivana Bus Stop Temporary Allocated Taxi Rank,1,28.20114,-26.02017,12
Eskom Substation,3,28.18894,-26.30409,12
Esselen Park Temporary Allocated Taxi,3,28.23391,-26.0289,12
Esselenpark Taxi Rank,3,28.25404,-26.03649,12
Etwatwa Caltex Garage,3,28.45917,-26.11967,12
Etwatwa East Lasvegas Taxi Rank,3,28.47956,-26.11944,12
Etwatwa Taxi Rank,3,28.46489,-26.11774,12
Etwatwa Taxi Rank Next To Caltex,3,28.45928,-26.12043,12
Etwatwa West Taxi Rank,3,28.46548,-26.11773,12
Europcar,3,28.16644,-26.15602,12
Evergreens Fresh Market,3,28.2581,-26.03329,12
Ext2 Septermber Street,3,28.41168,-26.31069,12
Extension 3,1,27.74299,-26.19559,78
Faraday Taxi Rank,1,28.04651,-26.21208,23
Farmers Supply,3,28.32613,-26.18794,12
Ferreira Primary School,3,28.03462,-26.20555,23
Ficksburg Border Post Taxi Rank,1,27.88871,-28.88109,17
Ficksburg Bridge Border Gate,3,27.88864,-28.88115,17
Ficksburg Main Taxi Rank,1,27.88864,-28.88116,17
Ficksburg Taxi Rank,1,27.88782,-28.88187,17
Finsbury Tamporary Taxi Rank,3,27.65523,-26.20811,78
Fireplace Roadhouse - Main Reef Road,3,28.27541,-26.20882,12
Flamingo Street Roadside,3,28.39221,-26.38273,12
Foot Prints Day Care,3,28.23811,-26.20493,12
Freedom Street & Magalela Street,3,28.18794,-26.03823,12
Freeway Park Supermarket - Sunward,3,28.24021,-26.25772,12
Fumana Secondary School,1,28.15121,-26.31577,12
Garfield Street,3,28.1176987,-26.3003864,12
Gauteng Department Of Education,3,28.12934,-26.25974,12
Gautrain Taxi Rank,1,28.05725,-26.10843,23
Geemiston Station Taxi Rank,1,28.16849,-26.21143,12
Geldenhuis Deep Bowling Club,3,28.12192,-26.19981,12
Geldenhuis Road Temporary Allocated Taxi Rank,3,28.11961,-26.20088,23
Geldenhuis Taxi Rank,3,28.12049,-26.20067,23
Geldenhuise Temporary Taxi Rank,3,28.12305,-26.19948,12
Geluksdal Blue Taxi Rank,3,28.37968,-26.35093,12
Geluksdal Blue Taxi Rank (Geluksdal Cemetery),1,28.37211,-26.33689,12
General Supply,3,28.31895,-26.18527,12
Germistion Station Main Taxi Rank,3,28.16922,-26.21279,12
Germiston,1,28.16461,-26.21236,12
Germiston Gauteng Taxi Rank,1,28.16951,-26.21204,12
Germiston Joubert Street Temporary Allocated Taxi Rank,1,28.16926,-26.21203,12
Germiston Long Distance Taxi Rank,1,28.16979,-26.21206,12
Germiston Main Taxi,1,28.16951,-26.21204,12
Germiston Main Taxi Rank,1,28.1693,-26.21203,12
Germiston Main Taxi Station,1,28.1678905,-26.2114811,12
Germiston Rank,1,28.1686172,-26.2115345,12
Germiston Raxi Rank,1,28.1676,-26.21114,12
Germiston Station,1,28.16916,-26.21203,12
Germiston Station  Main Taxi Rank,1,28.16906,-26.21193,12
Germiston Station Main Taxi,1,28.16904,-26.21205,12
Germiston Station Main Taxi Rank 1,1,28.16908,-26.21203,12
Germiston Station Main Taxi Rank To,1,28.16931,-26.21203,12
Germiston Station Taxi Rank,1,28.1693,-26.21203,12
Germiston Taxi  Rank,1,28.16879,-26.21223,12
Germiston Taxi Rank Rank,1,28.1690407,-26.2120304,12
Germiston Taxi Rank To Edenmall Taxi Rank,1,28.16904,-26.21203,12
Germiston Taxi Rank To Pietersburg Pic N Pay Taxi Rank Via N1,1,28.16904,-26.21203,12
Goldspot Taxi Rank,3,28.21187,-26.34312,12
Graceland Tavern,3,28.0897,-26.11109,23
Grand Palace Apartments,3,28.32101,-26.1889,12
Greater Germiston Taxi Rank,1,28.16904,-26.21186,12
Greenfield Temporary Taxi Rank,3,28.13294,-26.39655,12
Greenstone  Mall,3,28.14225,-26.11998,23
Greenstone Mall Taxi Rank,1,28.14203,-26.11973,23
Greenstone Shopping Centre,3,28.14253,-26.11968,23
Greenstone Taxi Rank,3,28.14257,-26.11965,23
Groblersdal Taxi Rank,1,29.40149,-25.16797,32
Gugulethu,3,28.46755,-26.22255,12
Haggie and Main Reef Road Intersection,3,28.27761,-26.20884,12
Heidelberg Main Taxi Rank,3,28.35768,-26.5015,62
Heidelberg N3,1,28.21833,-26.34314,12
Heidelberg Road,3,28.22418,-26.26586,12
Heidelberg Taxi Rank,1,28.35925,-26.50299,62
Hillbrow Trafalgar,3,28.04835,-26.18564,23
Hlala Baduza,3,28.39778,-26.29077,12
Holy Bible Focused Church,3,28.144,-26.36033,12
Holy Ethiopian Methodist Church,3,28.39613,-26.38433,12
Home Affairs,3,28.3204,-26.18789,12
Home Affairs Near Spar,3,28.36282,-26.23742,12
Hospital Taxi Rank,1,28.14567,-26.32648,12
Hospital View Taxi Rank,3,28.23908,-25.98363,12
Hulamin Extrusions,3,28.23186,-25.96117,12
ILPA House,3,28.0484,-26.2048,23
Impumelelo Road Temporary Allocated Taxi Rank (Devon),3,28.76871,-26.35011,62
Imran Supermarket,3,28.32027,-26.18766,12
Institute Status Acres Combined School,3,28.17316,-26.21428,12
Insumbi Technical Business,3,28.3212,-26.20899,12
Intakaza Street & Theresa Street,1,28.16933,-26.03366,23
Ivory Park Taxi Rank,3,28.20567,-25.98162,23
J.G Strydom Street Drop Off,3,28.1233425,-26.3087311,12
J.P Moto Spares,1,28.32055,-26.18544,12
Jabula Van Riebeeck Taxi Rank,1,28.15625,-26.14402,12
Jamaica Coca-Cola Wholesalers,3,28.26817,-26.2088,12
Jane Furse Main Taxi Rank,3,29.86702,-24.75259,32
Jane Furse Taxi Rank,1,29.86735,-24.7533,32
23,3,28.05029,-26.19759,23
Johannesburg Jack Mincer Taxi Rank,1,28.04767,-26.19945,23
Johannesburg Noord Street Temporally Allocated Taxi Rank,3,28.05003,-26.19761,23
Johannesburg Noord Taxi Rank,1,28.050539,-26.1975613,23
Johannesburg Noord Taxi Rank Temporary,1,28.0517082,-26.1974545,23
Johannesburg Shopping Centre,3,28.0488,-26.20086,23
Johannesburg Taxi Rank,1,28.04725,-26.19922,23
Johannesburg Wanderes Main Rank,1,28.04685,-26.20094,23
John Crane,3,28.45299,-26.28066,12
Joubert Street,3,28.04238,-26.20005,23
JP Auto Spares,3,28.32124,-26.18604,12
Js Road Jcqueline Street,1,28.12257,-26.27344,12
Jumbo Cosmetics,1,28.31959,-26.18645,12
Kaalfontein Main Taxi Rank,3,28.25408,-26.03619,12
Kaalfontein Railway Station Temporary Allocated Taxi Rank,1,28.25326,-26.03723,12
Kaalfontein Station Main Taxi Rank,1,28.24784,-26.00445,12
Kapta Taxi Rank,3,28.1441,-26.33003,12
Kathlehong Station,1,28.15986,-26.30776,12
Katlehong /Natalspruit Hospital Taxi Rank,1,28.14694,-26.32646,12
Katlehong Gardens Taxi Rank,3,28.16131,-26.39006,12
Katlehong Hospital Taxi Rank,1,28.14729,-26.32576,12
Katlehong Kapta Taxi Rank,1,28.14753,-26.32516,12
Katlehong People''s Taxi Rank,1,28.14721,-26.32584,12
Katlehong Spruit,1,28.17031,-26.21135,12
Katlehong Station,3,28.15988,-26.30784,12
Katlehong Taxi Rank,1,28.14726,-26.32582,12
Katlehong Temporary Taxi Rank,1,28.14688,-26.32582,12
Katlehong/ Natalspruit Hospital Taxi Rank,1,28.14725,-26.32572,12
Katlehong/ Natalspruit Taxi Rank,1,28.14888,-26.32172,12
Kempstar Mall,1,28.22761,-26.10678,12
Kempton Park Main Taxi Rank,1,28.22882,-26.1097,12
Kempton Park Station Taxi Rank,1,28.22884,-26.1097,12
Kempton Park Taxi Rank,1,28.22732,-26.10615,12
Kempton Park Train Station,1,28.22744,-26.10615,12
Kenview Pharmacy,3,28.05195,-26.19744,23
Kerk Street,1,28.04858,-26.20167,23
KFC - Trichardts And Leeuwpoort,3,28.25322,-26.22397,12
KFC End Street,3,28.05303,-26.19901,23
Kfc Kathlegong,1,28.14632,-26.32838,12
KFC Kwa Thema,3,28.39082,-26.31094,12
Kgotso  Street,3,28.14399,-26.34443,12
Kgotso Taxi Rank,3,28.14343,-26.36937,12
Kgotso Temporary Allocated Taxi Rank,3,28.14416,-26.35707,12
Kgotso Temporary Taxi Rank,1,28.14335,-26.36924,12
Khondlo Secondary School,1,30.71702,-27.98877,29
Kidz Solution,3,28.22571,-26.06121,12
King Williams Town Taxi Rank,3,27.38591,-32.87711,11
Kingfisher Road past Taxi Rank.,3,27.77218,-26.20072,78
Kingfisher Roadside near Rietvallei Secondary School,3,27.77273,-26.20314,78
Kings Way Road,1,28.3973,-26.18688,12
Kings Way Taxi Rank,1,28.39777,-26.18707,12
Kingsway Taxi Rank,1,28.39708,-26.18669,12
Klamson Towers,3,28.04742,-26.20491,23
Klein Street,3,28.04738,-26.19949,23
Klerksdorp Main Taxi Rank,1,26.66154,-26.86293,49
Klipriver Allocated Taxi Rank,3,28.08548,-26.42038,62
Klipriver Temporary Allocated Taxi Rank,3,28.08568,-26.42105,62
Klipriver Train Station,3,28.08566,-26.42133,62
Kliprivier Business Park,3,28.06941,-26.41705,62
Kliprivier Station,3,28.08568,-26.42115,62
Kokan Furniture,1,28.31959,-26.18645,12
Kopanong Taxi Rank,1,28.20579,-25.98143,23
Kromhoek Taxi Rank,1,29.0489,-22.92543,32
Krugersdorp Station Main Taxi Rank,3,27.77078,-26.10853,78
Krugersdorp Station Taxi Rank,3,27.77048,-26.10861,78
Kruis Street Taxi Rank,3,28.04504,-26.20089,23
Kruis Street Temporary Allocated Taxi Rank,3,28.04551,-26.20411,23
Kruis Temporary Allocated Taxi Rank,3,28.04523,-26.20279,23
Kuluse Street,3,28.14601,-26.32892,12
Kwa Thema Shopping Centre,3,28.39094,-26.31131,12
Kwa Thema Taxi Rank,1,28.392,-26.30969,12
Kwaggafontein Plaza Taxi Rank,3,28.93958,-25.31363,41
Kwamhlanga Taxi Rank,1,28.72234,-25.40041,41
KwaThema Pick n Pay,1,28.38957,-26.31089,12
Kwa-Thema Taxi Rank,3,28.39142,-26.30925,12
Kwesine Station Temporary Allocated Taxi Rank,3,28.1534,-26.36512,12
Kwesine Temporary Allocated Rank,3,28.1434,-26.36922,12
Kwik-Fit Benoni,3,28.31935,-26.18603,12
Lake Side Mall,3,28.3213,-26.18968,12
Lake Side Taxi Rank,1,28.31838,-26.18425,12
Lakesdie Mall Taxi Rank,1,28.3189,-26.18528,12
Lakeside Mall,1,28.31852,-26.18451,12
Lakeside Mall Taxi Rank,1,28.31841,-26.18431,12
Lakeside Square Taxi Rank,1,28.32018,-26.18392,12
Lakeside Taxi Rank,1,28.31836,-26.1842,12
Las Vegas Taxi Rank,1,28.4787,-26.11923,12
Las Vegas Taxi Rank (Etwatwa),3,28.47464,-26.11825,12
Lebohang Allocated  Temporary Rank,3,28.56182,-26.2834,62
Lebohang Temporary Allocated Taxi Rank,3,28.56169,-26.28335,62
Lebouakgomo Taxi Rank,1,29.47634,-24.31297,32
Lebowakgomo Mphahlela-Mmamalo Taxi Rank,1,29.47681,-24.31285,32
Lefokotsane Street,3,28.20604,-26.34056,12
Leondale (Engen Garage),3,28.18089,-26.30019,12
Leondale Shopping Center,3,28.1984,-26.31498,12
Leondale Taxi Rank,1,28.18761,-26.30732,12
Leondale Taxi Rank (Engen Garage),3,28.1814,-26.30046,12
Leondale Taxi Rank (Spar),1,28.18755,-26.30742,12
Lepelle Street,3,28.39367,-26.29944,12
Lepelle Street & Majola Street,3,28.39345,-26.2998,12
Leratong Hospital Main Taxi Rank,1,27.80815,-26.17112,78
Leratong Main Taxi Rank,1,27.80796,-26.17145,78
Lesedi Taxi Rank,1,28.19663,-26.35507,12
Leshoho Taxi Rank,3,28.1479,-26.32413,12
Letsoho Shopping Centre,3,28.14432,-26.32747,12
Letsoho Taxi Rank,3,28.14762,-26.32405,12
Licensing Centre,3,28.1334,-26.30487,12
Lichi Avenue,1,28.51089,-26.43547,12
Lilian Ngoyi and King George Street Intersection,3,28.0461,-26.20038,23
Linksfield Park,3,28.09506,-26.16063,23
M & N Furniture,3,28.31995,-26.1871,12
Mabanga Street & McBotha Drive,3,28.203,-26.3463,12
Mabaso Street,3,28.1747,-26.41656,12
Mabuya Secondary School,1,28.41703,-26.15509,12
Mafikeng Main Taxi Rank,1,25.64189,-25.86203,49
Magagula Primary School,3,28.19466,-26.42582,12
Mahamba Border Gate,1,31.06667,-27.10514,41
Mahon Evangelical Churh,3,28.14399,-26.34085,12
Mailula Taxi Rank,1,28.21857,-26.34241,12
Main Taxi Rank,3,28.06231,-26.20593,23
Majola Taxi Rank,1,28.39118,-26.30907,12
Majola Taxi Rank(Kwathema),1,28.39189,-26.30961,12
Majola Taxi Rank(Kwathema) Known As Duduza Rank,1,28.392,-26.30969,12
Makoolo Street,3,28.16102,-26.32557,12
Malamulele,1,30.69486,-22.99818,32
Malvern Taxi Rank,3,28.12311,-26.19946,12
Mamelodi Denneboom Taxi Rank,1,28.3436,-25.71971,68
Manako Shopping Centre,3,28.17207,-26.27467,12
Marabastad Taxi Rank,3,28.17709,-25.74185,68
Marble Hall Taxi Rank,3,29.29011,-24.97289,32
Marule Street,3,28.41188,-26.31094,12
Masabeni Street,3,28.41723,-26.31414,12
Maseru Border Gate,3,27.43353,-29.25962,17
Maseru Bridge Taxi Rank(Ladybrand),3,27.47189,-29.17313,17
Mashele Street,1,28.37998,-26.3831,12
Matatiela Taxi Rank,3,28.8074,-30.33909,11
Mayberry Park,3,28.12432,-26.32934,12
Mayibuye Centre,1,28.17374,-26.03362,23
Mbhele Engen Garage Springs,3,28.38939,-26.29534,12
Meadowdale Hyperama Shopping Centre Taxi Rank,3,28.16803,-26.16011,12
Melvern Taxi Rank,3,28.1199684,-26.2008648,12
Memorial Flats,3,27.76943,-26.10756,78
Meyer Street,1,28.16537,-26.21597,12
Meyersdal Temporary Allocated Taxi Rank,3,28.08995,-26.28999,12
Meyerton Rank,3,28.01118,-26.55536,62
Meyerton Taxi Rank,3,28.01138,-26.55497,62
Mgoba (Etwatwa),3,28.42562,-26.0941,12
Mhlongo Super Market,3,28.42618,-26.09311,12
Midrand Taxi Rank,3,28.12846,-25.99812,23
Mikes,1,28.20294,-25.98121,23
Mkhondo,3,30.06248,-26.57174,41
Mochachos Alrode,3,28.1376,-26.32232,12
Modderfontein Road,3,28.17521,-26.04328,12
Modderfontein Taxi Rank,3,28.15416,-26.10054,23
Mogobong Primary School,1,28.15199,-26.30988,12
Mohlakeng Four Square Main Taxi Rank,1,27.69794,-26.22888,78
Mohlakeng Main Taxi Rank,1,27.69521,-26.22078,78
Mohlakeng Main Taxi Rank At Four Square Shopping Mall,1,27.69803,-26.22887,78
Mohlakeng Mini Taxi Rank,1,27.69641,-26.22464,78
