district_id,region_id,district_code,gauteng_reference_number,emis_number,institution_name,inst_level_budgetary_requirements,level_id,data_year,type_of_institution_id,relation_with_state,sector_id,circuit_no,cluster_no,quintile,no_fee,street_number,street_name,township_village,suburb,town_city_id,telephone,email,sub_place_name,main_place_name,metropolitan_municipality_id,local_municipality_id,ward_number,latitude,longitude,pre_grade_r,pre_grade_r_classes,grade_r,grade_r_classes,grade_1,grade_1_classes,grade_2,grade_2_classes,grade_3,grade_3_classes,grade_4,grade_4_classes,grade_5,grade_5_classes,grade_6,grade_6_classes,grade_7,grade_7_classes,grade_8,grade_8_classes,grade_9,grade_9_classes,grade_10,grade_10_classes,grade_11,grade_11_classes,grade_12,grade12_classes,special,special_classes,other,other_classes,total_learners,total_classes,paid_by_sgb_educators,paid_by _state_educators,total_educators,admin_staff,support_staff,professional_non_teaching_staff
1,1001,EN,310052,700310052,BENONI PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,2,1,5,NO,251,CRADOCK STREET,ACTONVILLE,BENONI,3,114211486,arumumgum.verasamy@gauteng.gov.za,ACTONVILLE,BENONI,1,10001,29,-26.2103745,28.30638763,0,0,67,2,190,4,175,4,133,3,167,4,163,4,166,4,152,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,29,4,30,34,3,5,0
1,1001,EN,310193,700310193,BENONI WEST PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,2,2,5,NO,22,RAILWAY AVENUE,BENONI WEST,BENONI,3,114211987,tessa.penman@gauteng.gov.za,BENONI SP,BENONI,1,10001,73,-26.18794264,28.30207611,0,0,0,0,0,0,0,0,0,0,187,5,194,5,189,5,190,5,0,0,0,0,0,0,0,0,0,0,47,3,0,0,807,23,9,20,29,4,0,0
1,1001,EN,310920,700310920,BHEKIMFUNDO PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,3,1,3,YES,6752,HELENE,DAVEYTON,BENONI,3,114264048,Mary.Sibeko@gauteng.gov.za,DAVEYTON SP,DAVEYTON,1,10001,69,-26.13372572,28.42943158,0,0,85,3,137,4,139,5,140,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,16,0,17,17,2,3,0
1,1001,EN,260026,700260026,BIRCH ACRES PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,3,3,5,NO,2,SNEEUBAL STREET,BIRCH ACRES,0,75,119761003,CORNELIUS.BOTHMA@GAUTENG.GOV.ZA,BIRCH ACRES,KEMPTON PARK,1,10001,13,-26.06163364,28.20098371,0,0,0,0,193,5,196,5,200,5,192,5,203,6,203,5,182,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1369,36,15,24,39,6,11,0
1,1001,EN,260620,700260620,BOITUMELONG SECONDARY SCHOOL,SEC,2,2020,1,PUBLIC,1,4,2,4,YES,216,"MIMAS STREET, SEDIBENG SECTION",TEMBISA,KEMPTON PARK,75,119203003,Sesi.Makena@Gauteng.gov.za,SEDIBENG,TEMBISA,1,10001,5,-26.002895,28.238453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,10,316,7,598,12,312,7,221,6,0,0,0,0,1825,42,1,50,51,4,6,0
1,1001,EN,260638,700260638,BOJELONG PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,4,1,4,YES,14,FISH EAGLE STREET,TEMBISA,KEMPTON PARK,1,119254400,fana.matlou@gauteng.gov.za,MPHO,TEMBISA,1,10001,10,-26.01735614,28.20709708,0,0,124,2,169,3,128,3,142,4,167,3,140,4,164,3,134,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,25,1,29,30,2,2,3
1,1001,EN,260646,700260646,BOKAMOSO SECONDARY SCHOOL,SEC,2,2020,1,PUBLIC,1,4,3,4,YES,583,STAR STREET MAKHULONG SECTION,TEMBISA,KEMPTON PARK,75,110267615,nick.pitse@gauteng.gov.za,MAKULONG,TEMBISA,1,10001,2,-25.99477005,28.23099126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,6,298,6,309,7,244,5,179,4,0,0,0,0,1279,28,1,44,45,4,6,0
1,1001,EN,260059,700260059,BONAERO PARK PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,1,3,5,NO,1,CORNER ARLANDA STREET AND ALDERGROVE AVENUE,BONAERO PARK,KEMPTON PARK,75,824184204,Jacqueline.liston@gauteng.gov.za,BONAERO PARK,KEMPTON PARK,1,10001,23,-26.11624395,28.25459398,0,0,0,0,146,4,147,4,147,4,157,4,124,4,146,4,126,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993,28,6,26,32,5,7,0
1,1001,EN,400669,700400669,CHARLOTTE MAXEKE SECONDARY SCHOOL,SEC,2,2020,1,PUBLIC,1,3,3,3,YES,3817,MASAKHANE STREET,PHOMOLONG,TEMBISA,75,110526672,Raymond.Phosa@gauteng.gov.za,PHOMOLONG,TEMBISA,1,10001,12,-26.042157,28.182194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,7,412,7,353,6,268,5,157,4,0,0,0,0,1559,29,1,44,45,3,6,0
1,1001,EN,400643,700400643,CHIEF A. LUTHULI PARK SECONDARY SCHOOL,SEC,2,2020,1,PUBLIC,1,2,3,4,YES,707,CNR ETOSHA AND GARBON STREET,CHIEF A. LUTHULI PARK,CLOVERDENE,3,817327391,hasana.mashaba@gauteng.gov.za,CHIEF A LUTHULI PARK X1,CHIEF A LUTHULI PARK,1,10001,110,-26.16080013,28.3797216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,5,248,5,376,7,244,5,143,4,0,0,0,0,1284,26,1,35,36,5,0,0
1,1001,EN,400894,700400894,CHIEF ALBERT LUTHULI PRIMARY SCHOOL NO.2,PRI,1,2020,1,PUBLIC,1,2,3,5,YES,3238,MEDITERRANEAN SEA,CHIEF ALBERT LUTHULI EXT.5,CHIEF ALBERT LUTHULI,3,825546387,khehla.Mokoena@gauteng.gov.za,CHIEF A LUTHULI PARK SP,CHIEF A LUTHULI PARK,1,10001,110,-26.161132,28.38642,0,0,131,5,233,5,214,4,200,4,211,4,174,4,203,4,163,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529,34,0,41,41,3,5,0
1,1001,EN,400245,700400245,CHIEF LUTHULI PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,2,3,4,YES,6271,CNR NANABERRY AND UMFOMOTHI ROAD,CHIEF A. LUTHULI PARK EXT 6,0,3,119696199,PETER.MANANA@gauteng.gov.za,CHIEF A LUTHULI PARK X4,CHIEF A LUTHULI PARK,1,10001,110,-26.15823688,28.39168855,0,0,119,4,190,6,281,6,270,6,258,6,260,6,282,4,294,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1954,43,0,49,49,4,7,0
1,1001,EN,260349,700260349,CHLOORKOP PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,3,3,5,NO,2,BUFFALO,CHLOORKOP,KEMPTON PARK,75,113955084,Onbekend.Mostert@gauteng.gov.za,CHLOORKOP,KEMPTON PARK,1,10001,12,-26.05644192,28.17166392,0,0,71,4,251,6,205,6,202,6,196,6,188,6,178,6,112,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1403,43,8,29,37,6,7,0
1,1001,EN,260075,700260075,CON AMORESKOOL - SCHOOL,NA,4,2020,2,PUBLIC,1,1,3,0,NO,1,SABLE STREET,EDLEEN,KEMPTON PARK,75,119761037,Reiner.Petersen@Gauteng.gov.za,ESTHERPARK,KEMPTON PARK,1,10001,104,-26.09999403,28.20174261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,34,383,34,6,43,49,42,0,0
1,1001,EN,260083,700260083,CRESSLAWN PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,1,3,5,NO,37,RIGGER ROAD,CRESSLAWN,0,75,790466906,Marilyn.Louw@Gauteng.gov.za,CRESSLAWN,KEMPTON PARK,1,10001,17,-26.11455232,28.20635732,0,0,97,3,152,4,134,4,144,4,147,4,122,3,119,3,111,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1026,33,12,25,37,9,9,0
1,1001,EN,400251,700400251,CRYSTAL PARK HIGH,SEC,2,2020,1,PUBLIC,1,3,1,4,NO,1,CRN ROCKLA & HORNBILL,CRYSTAL PARK,BENONI,3,119693519,Frikkie.Smith@Gauteng.gov.za,CRYSTAL PARK X2,BENONI,1,10001,24,-26.126994,28.364972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,6,170,5,162,5,119,3,61,2,0,0,0,0,704,21,8,16,24,2,5,0
1,1001,EN,310250,700310250,CRYSTAL PARK PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,3,1,5,NO,1,CNR CLYDESDALE & HORNBILL,CRYSTAL PARK,BENONI,3,119693608,karl.sanders@gauteng.gov.za,CRYSTAL PARK X2,BENONI,1,10001,24,-26.12494124,28.36469611,0,0,30,1,152,4,144,4,122,3,124,3,150,4,120,3,119,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961,25,11,22,33,5,6,0
1,1001,EN,310987,700310987,DAVEYTON INTERMEDIATE SCHOOL,PRI,1,2020,1,PUBLIC,1,3,1,3,YES,445,SIGALO STREET,DAVEYTON,BENONI,3,114241771,khethiwe.nkonyane@gauteng.gov.za,DAVEYTON SP,DAVEYTON,1,10001,71,-26.15549544,28.40922503,0,0,100,3,169,3,198,4,189,4,211,4,184,4,240,5,183,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474,31,0,40,40,3,6,0
1,1001,EN,160291,700160291,DAWNVIEW HIGH SCHOOL,SEC,2,2020,1,PUBLIC,1,1,1,5,NO,70,ASSOCIATION ROAD,DAWNVIEW,GERMISTON,74,118289014,Moeketsi.Kolokoto@Gauteng.gov.za,DAWNVIEW,GERMISTON,1,10001,36,-26.18215672,28.15856212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,5,165,4,180,5,129,4,110,3,0,0,0,0,800,21,6,22,28,4,11,0
1,1001,EN,310995,700310995,DINOTO TECHNICAL SECONDARY SCHOOL,SEC,2,2020,1,PUBLIC,1,2,3,3,YES,20013,HEALDSTREET,DAVEYTON,BENEONI,3,114242005,Theunis.White@gauteng.gov.za,DAVEYTON X7,DAVEYTON,1,10001,71,-26.16020847,28.41014604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,5,240,5,232,5,151,4,123,4,0,0,0,0,972,23,0,42,42,3,5,0
1,1001,EN,160572,700160572,DOWERGLEN HIGH SCHOOL,SEC,2,2020,1,PUBLIC,1,1,2,5,NO,1,FIRST AVE,DUNVEGAN,EDENVALE,73,116098227,Lisa.Dowds@gauteng.gov.za,DOWERGLEN EXT 3,EDENVALE,1,10001,19,-26.14223817,28.14549715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,7,131,4,138,4,98,3,84,3,0,0,0,0,673,21,18,12,30,4,3,0
1,1001,EN,160358,700160358,DUNVEGAN PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,1,2,5,NO,10,SHEILA STREET,DUNVEGAN,EDENVALE,73,114539401,reception@dunveganprimary.co.za,DUNVEGAN,EDENVALE,1,10001,19,-26.15529795,28.15183471,0,0,0,0,143,4,125,4,112,4,139,4,129,4,128,4,112,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,888,30,11,25,36,2,9,0
1,1001,EN,312124,700312124,EAST RAND SCHOOL OF ARTS (CREATIVE AND PERFORMING ARTS),SEC,4,2020,2,PUBLIC,1,3,1,0,NO,1,JONES,HILLCERST FARM,PUTFONTEIN,3,838201354,mmule.khumalo@gauteng.gov.za,DAVEYTON X4,DAVEYTON,1,10001,25,-26.1386272,28.39277223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,5,111,4,101,3,84,3,45,2,0,0,0,0,490,17,3,35,38,4,8,0
1,1001,EN,160382,700160382,EASTLEIGH PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,1,2,5,NO,1,CENTRAL AVENUE,EASTLEIGH,EDENVALE,73,116091020,belinda.cooke-tonnesen@gauteng.gov.za,EASTLEIGH,EDENVALE,1,10001,19,-26.1348948,28.15642793,0,0,0,0,115,4,156,4,142,4,158,4,176,4,155,4,137,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,28,8,28,36,6,0,0
1,1001,EN,260703,700260703,ECALENI PRIMARY SCHOOL,PRI,4,2020,2,PUBLIC,1,4,2,0,NO,706,MATHOLE STREET,ECALENI SECTION,TEMBISA,75,624713688,florence.mdletshe@gauteng.gov.za,ECALENI,TEMBISA,1,10001,4,-26.01425764,28.24544816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,29,380,29,0,30,30,5,7,0
1,1001,EN,160390,700160390,EDENGLEN HIGH SCHOOL,SEC,2,2020,1,PUBLIC,1,1,2,5,NO,8,STEYN AVE,EDENGLEN,EDENVALE,1,116098336,trevor.wenerlein@gauteng.gov.za,EDEN GLEN,EDENVALE,1,10001,18,-26.13578329,28.17657401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,9,284,9,328,10,295,9,267,8,0,0,0,0,1474,45,14,55,69,13,10,0
1,1001,EN,160408,700160408,EDENGLEN PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,1,2,5,NO,69,WAGENAAR ROAD,EDENGLEN,EDENVALE,73,116095206,principal@edenglenprimary.co.za,EDEN GLEN,EDENVALE,1,10001,18,-26.13257977,28.17682369,0,0,0,0,191,6,200,6,195,6,186,5,170,5,174,5,180,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,38,37,23,60,8,0,0
1,1001,EN,160416,700160416,EDENVALE HIGH SCHOOL,SEC,2,2020,1,PUBLIC,1,1,2,5,NO,1,LINKSFIELD ROAD,EDENVALE,EDENVALE,73,114539014,lawrence.harmer@gauteng.gov.za,DOWERGLEN EXT 3,EDENVALE,1,10001,19,-26.14866324,28.14721059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,10,247,10,270,10,224,9,239,9,0,0,0,0,1278,48,43,30,73,8,16,0
1,1001,EN,260091,700260091,EDLEEN PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,1,3,5,NO,8,PARKLAND DRIVE,ESTHER PARK,KEMPTON PARK,1,119762183,Tshepo.Lekgoro@gauteng.gov.za,ESTHERPARK,KEMPTON PARK,1,10001,104,-26.0958094,28.19660569,0,0,37,1,194,6,181,5,202,6,212,6,214,6,230,6,231,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501,42,15,36,51,7,1,0
1,1001,EN,311027,700311027,EKUKHANYENI PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,2,1,3,YES,2875,MATHIBEDI STREET,WATTVILLE,BENONI,3,119153404,madoda.hadebe@gauteng.gov.za,WATTVILLE SP,WATTVILLE,1,10001,31,-26.22739729,28.30622447,0,0,55,2,143,3,118,3,113,3,152,3,121,3,128,3,126,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,23,0,23,23,2,3,0
1,1001,EN,160424,700160424,ELANDSPARKSKOOL,NA,4,2020,2,PUBLIC,1,1,1,0,NO,1,CNR PLANTATION AND VAN DER LINDE STREET,BEDFORDVIEW,BEDFORDVIEW,1,116165333,Josua.Duplessis@Gauteng.gov.za,BEDFORDVIEW,GERMISTON,1,10001,20,-26.19171107,28.12934572,0,0,0,0,0,0,0,0,0,0,0,0,77,5,127,9,146,10,135,9,145,9,76,4,0,0,0,0,0,0,0,0,706,46,0,61,61,6,13,0
1,1001,EN,260729,700260729,EMMANGWENI PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,4,2,3,YES,320,MAMPURU/BADUZA STREET,EMMANGWENI SECTION,TEMBISA,75,119241754,golden.ramoetlo@gauteng.gv.za,EMANGWENI,TEMBISA,1,10001,8,-26.0185768,28.23548524,0,0,69,4,172,5,210,6,242,7,300,6,224,5,279,5,227,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1723,43,1,47,48,4,7,0
1,1001,EN,260745,700260745,ENDULWENI PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,4,1,1,YES,797,HADEBE STREET,TEMBISA,KEMPTON PARK,75,110280204,moses.kgoele@gauteng.gov.za,ENDULWENI,TEMBISA,1,10001,6,-26.01160692,28.21965583,0,0,91,3,137,4,133,4,121,3,141,3,136,3,139,3,144,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,26,0,29,29,2,4,0
1,1001,EN,260752,700260752,ENTSHONALANGA PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,4,3,4,YES,816,SKY LAB STREET,MAOKENG EXT,TEMBISA,75,119263712,mokhonyela.ramogale@gauteng.gov.za,MAOKENG,TEMBISA,1,10001,2,-25.99213757,28.21968728,0,0,96,3,218,5,200,5,211,5,189,4,192,4,180,4,196,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482,34,0,40,40,3,6,0
1,1001,EN,310870,700310870,EPHES MAMKELI SECONDARY SCHOOL,SEC,2,2020,1,PUBLIC,1,2,1,3,YES,3133,MDENGENTONGA STREET,WATTVILLE,BENONI,3,119145624,Jacob.Riba@gauteng.gov.za,WATTVILLE SP,WATTVILLE,1,10001,30,-26.21295445,28.29124233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,6,305,6,358,8,257,7,221,6,0,0,0,0,1373,33,0,45,45,3,5,0
1,1001,EN,311050,700311050,ETWATWA SECONDARY SCHOOL,SEC,2,2020,1,PUBLIC,1,2,1,3,YES,1799,LESABE STREET,WATTVILLE,BENONI,3,825546193,Frederick.Refetu@Gauteng.gov.za,WATTVILLE SP,WATTVILLE,1,10001,30,-26.220849,28.300186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,5,190,5,299,7,168,4,121,4,0,0,0,0,1017,25,0,31,31,3,6,0
1,1001,EN,310268,700310268,FARRARMERE PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,2,3,5,NO,39,KWARTZ STREET,FARRARMERE,BENONI,3,823655025,fina.stansfeld@gauteng.gov.za,FARRARMERE,BENONI,1,10001,28,-26.15540414,28.30160959,0,0,0,0,133,5,134,5,138,4,136,4,123,4,131,4,114,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,30,21,20,41,10,1,0
1,1001,EN,260828,700260828,GAHLANSO PRIMARY SCHOOL,PRI,1,2020,1,PUBLIC,1,4,1,3,YES,3,ROBERT MATHEKGA STREET,TEMBISA,KEMPTON PARK,75,101401311,mafika.mtimkulu@gauteng.gov.za,KHATAMPING,TEMBISA,1,10001,10,-26.01545876,28.20083528,0,0,101,3,202,4,149,4,166,4,175,3,183,3,148,3,161,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285,27,2,32,34,2,5,0
1,1001,EN,310284,700310284,GEKOMBINEERDE SKOOL NOORDERLIG,SEC,3,2020,1,PUBLIC,1,3,2,5,NO,66,COMBRINK STREET,PETIT,BENONI,3,119689930,Frikkie.Smith@Gauteng.gov.za,INGLETHORPE AH,BENONI,1,10001,25,-26.10884865,28.37250737,0,0,37,2,109,3,83,3,69,3,59,2,15,1,19,1,19,1,189,5,125,4,155,5,141,5,99,4,0,0,0,0,1119,39,21,27,48,14,2,0
1,1001,EN,260109,700260109,HOËRSKOOL BIRCHLEIGH,SEC,2,2020,1,PUBLIC,1,3,2,5,NO,72,CNR MAROELA STR & OLIENHOUT AVE,BIRCHLEIGH,BIRCHLEIGH,75,119725415,Andre.Gloy@gauteng.gov.za,BIRCHLEIGH,KEMPTON PARK,1,10001,15,-26.05634325,28.23562772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,10,374,10,382,10,390,10,340,10,0,0,0,0,1866,50,20,46,66,20,13,0
1,1001,EN,310318,700310318,HOËRSKOOL BRANDWAG,SEC,2,2020,1,PUBLIC,1,2,2,5,NO,1,TYPHOON STREET,NORTHMEAD,BENONI,3,118498911,james.wright@gauteng.gov.za,AIRFIELD,BENONI,1,10001,27,-26.17403849,28.31699367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,7,218,7,170,6,190,7,144,5,0,0,0,0,918,32,20,26,46,7,14,0
1,1001,EN,160598,700160598,HOËRSKOOL GOUDRIF,SEC,2,2020,1,PUBLIC,1,1,1,5,NO,1,KRAFT ROAD,MARLANDS,GERMISTON,74,118223405,marius.mills@gauteng.gov.za,MARLANDS,GERMISTON,1,10001,92,-26.176696,28.193289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,6,126,4,101,4,101,4,91,4,0,0,0,0,613,22,10,15,25,7,0,0
1,1001,EN,310326,700310326,HOËRSKOOL HANS MOORE,SEC,2,2020,1,PUBLIC,1,2,3,5,NO,3,DALRYMPLE STREET,NORTHMEAD,BENONI,3,114251007,Jan-Harm.Hattingh@gauteng.gov.za,NORTHMEAD,BENONI,1,10001,27,-26.1614826,28.3198486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,7,170,6,157,6,123,5,122,4,0,0,0,0,792,28,16,26,42,4,6,0
